order_id,store_id,city,category,order_timestamp,day_of_week,order_hour,is_peak_hour,pick_time_min,pack_time_min,dispatch_time_min,delivery_time_min,total_fulfillment_time_min,sla_breached,stockout_flag,cancelled_flag,revenue_inr,items_count,customer_rating
ORD120275,DS_Bangalore_Koramangala,Bangalore,Dairy,2024-01-07 07:31:00,Sunday,7,0,4.7,3.3,2.4,29.5,39.9,1,0,0,1799.94,10,4.0
ORD120276,DS_Delhi_Lajpat,Delhi,Frozen,2024-03-13 23:56:00,Wednesday,23,0,3.8,1.7,1.6,21.4,28.5,0,0,0,1666.13,3,4.2
ORD120277,DS_Delhi_Lajpat,Delhi,Staples,2024-02-10 20:40:00,Saturday,20,1,7.4,2.1,2.5,30.4,42.4,1,0,0,209.03,1,2.8
ORD120278,DS_Delhi_CP,Delhi,Frozen,2024-12-04 20:18:00,Wednesday,20,1,10.6,3.9,1.8,29.2,45.5,1,1,0,1301.74,6,4.4
ORD120279,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-03-08 15:24:00,Friday,15,0,8.1,3.4,1.6,26.6,39.7,1,0,0,622.9,9,3.3
ORD120280,DS_Mumbai_Andheri,Mumbai,Dairy,2024-10-02 17:05:00,Wednesday,17,0,7.1,2.4,1.5,24.7,35.7,1,0,0,1331.26,9,4.3
ORD120281,DS_Pune_Kothrud,Pune,Snacks,2024-10-13 17:58:00,Sunday,17,0,3.8,3.5,1.9,12.1,21.299999999999997,0,0,0,1756.64,7,3.8
ORD120282,DS_Delhi_CP,Delhi,Frozen,2024-02-19 17:39:00,Monday,17,0,5.2,3.3,3.0,23.1,34.6,1,0,0,285.0,11,3.8
ORD120283,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-11-26 08:15:00,Tuesday,8,1,9.8,1.4,1.7,29.7,42.6,1,0,0,406.91,11,4.1
ORD120284,DS_Pune_Kothrud,Pune,Personal Care,2024-08-30 07:51:00,Friday,7,0,3.5,2.7,1.3,21.5,29.0,0,0,0,236.6,7,4.4
ORD120285,DS_Delhi_Lajpat,Delhi,Beverages,2024-08-01 17:47:00,Thursday,17,0,3.1,3.6,2.4,21.8,30.9,1,0,0,478.33,6,3.6
ORD120286,DS_Pune_Kothrud,Pune,Staples,2024-12-06 10:43:00,Friday,10,0,7.2,4.0,0.9,21.2,33.3,1,0,0,596.29,2,3.0
ORD120287,DS_Delhi_CP,Delhi,Snacks,2024-08-29 06:06:00,Thursday,6,0,5.0,2.8,2.3,17.5,27.6,0,0,0,555.4,1,4.5
ORD120288,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-10-10 19:52:00,Thursday,19,1,9.0,3.7,2.2,25.2,40.099999999999994,1,0,0,904.48,11,3.6
ORD120289,DS_Bangalore_Koramangala,Bangalore,Frozen,2024-03-21 20:29:00,Thursday,20,1,9.6,2.9,1.6,23.7,37.8,1,0,0,1057.58,3,3.8
ORD120290,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-05-14 08:18:00,Tuesday,8,1,10.1,2.0,1.9,24.3,38.3,1,0,0,1151.64,9,3.5
ORD120291,DS_Pune_Kothrud,Pune,Personal Care,2024-07-02 10:07:00,Tuesday,10,0,6.4,2.5,2.1,21.4,32.4,1,0,0,1178.61,2,3.6
ORD120292,DS_Mumbai_Andheri,Mumbai,Snacks,2024-04-02 09:21:00,Tuesday,9,1,10.7,4.2,1.9,27.2,44.0,1,0,0,578.46,3,3.5
ORD120293,DS_Mumbai_BKC,Mumbai,Staples,2024-10-24 11:06:00,Thursday,11,0,6.5,2.7,1.1,25.3,35.6,1,0,0,1554.42,2,3.6
ORD120294,DS_Delhi_Lajpat,Delhi,Staples,2024-09-21 19:21:00,Saturday,19,1,11.0,2.8,1.5,30.3,45.6,1,1,1,1306.72,12,4.0
ORD120295,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-05-06 19:14:00,Monday,19,1,8.3,3.8,2.8,25.4,40.3,1,0,0,473.87,12,4.1
ORD120296,DS_Hyderabad_Hitech,Hyderabad,Fruits & Veg,2024-07-11 06:16:00,Thursday,6,0,8.7,2.2,2.3,11.2,24.4,0,0,0,529.9,5,4.2
ORD120297,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-09-23 16:37:00,Monday,16,0,5.0,2.5,1.6,13.6,22.7,0,1,0,1432.85,1,3.8
ORD120298,DS_Bangalore_Koramangala,Bangalore,Staples,2024-04-02 07:58:00,Tuesday,7,0,2.7,2.6,1.3,14.3,20.900000000000002,0,0,0,1125.91,8,3.8
ORD120299,DS_Mumbai_BKC,Mumbai,Dairy,2024-12-05 11:49:00,Thursday,11,0,3.1,3.3,2.0,19.2,27.6,0,0,0,429.14,12,4.2
ORD120300,DS_Mumbai_Andheri,Mumbai,Fruits & Veg,2024-05-10 21:01:00,Friday,21,1,11.2,2.8,2.8,17.2,34.0,1,1,1,197.2,10,3.1
ORD120301,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-07-03 19:23:00,Wednesday,19,1,5.8,1.1,1.8,22.7,31.4,1,0,0,286.92,9,4.1
ORD120302,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-05-18 06:43:00,Saturday,6,0,5.4,4.5,2.1,20.6,32.6,1,0,0,805.99,12,4.1
ORD120303,DS_Bangalore_Whitefield,Bangalore,Beverages,2024-08-19 20:22:00,Monday,20,1,9.2,4.7,2.2,32.3,48.39999999999999,1,0,0,162.9,6,4.1
ORD120304,DS_Mumbai_BKC,Mumbai,Dairy,2024-11-21 22:22:00,Thursday,22,0,7.1,2.6,2.0,19.7,31.4,1,0,0,1114.25,2,3.2
ORD120305,DS_Delhi_Lajpat,Delhi,Frozen,2024-10-20 07:27:00,Sunday,7,0,1.5,2.6,1.8,20.6,26.5,0,0,0,1458.55,8,4.7
ORD120306,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-04-03 15:20:00,Wednesday,15,0,6.0,1.8,2.0,18.8,28.6,0,0,0,404.29,7,4.1
ORD120307,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-07-17 15:50:00,Wednesday,15,0,4.2,5.0,2.4,21.1,32.7,1,0,0,656.39,12,3.0
ORD120308,DS_Mumbai_BKC,Mumbai,Dairy,2024-11-16 14:00:00,Saturday,14,0,3.6,1.5,1.9,23.9,30.9,1,1,1,809.99,11,3.6
ORD120309,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-02-18 15:42:00,Sunday,15,0,5.3,1.3,2.2,15.6,24.4,0,0,0,282.08,1,4.6
ORD120310,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-04-09 10:30:00,Tuesday,10,0,4.4,2.8,1.7,16.2,25.1,0,0,0,854.95,5,4.5
ORD120311,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-04-12 11:29:00,Friday,11,0,3.6,2.8,2.0,21.1,29.5,0,0,0,1393.99,6,4.0
ORD120312,DS_Mumbai_Andheri,Mumbai,Fruits & Veg,2024-10-01 06:27:00,Tuesday,6,0,8.1,1.0,2.2,17.9,29.2,0,0,0,1542.84,8,4.6
ORD120313,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-10-01 17:10:00,Tuesday,17,0,3.9,4.7,2.7,15.7,27.0,0,0,0,1043.58,1,4.4
ORD120314,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-12-01 12:24:00,Sunday,12,1,7.8,3.6,1.6,25.5,38.5,1,1,0,1514.13,3,3.3
ORD120315,DS_Mumbai_Andheri,Mumbai,Staples,2024-09-04 12:46:00,Wednesday,12,1,12.4,3.6,3.0,24.9,43.9,1,0,0,674.77,12,3.1
ORD120316,DS_Pune_Kothrud,Pune,Staples,2024-12-30 20:27:00,Monday,20,1,10.6,5.5,1.9,26.5,44.5,1,0,0,406.89,8,4.0
ORD120317,DS_Delhi_CP,Delhi,Dairy,2024-07-23 07:12:00,Tuesday,7,0,3.5,3.3,2.4,21.6,30.8,1,0,0,1547.62,9,3.5
ORD120318,DS_Pune_Kothrud,Pune,Dairy,2024-04-22 22:17:00,Monday,22,0,4.1,2.3,1.9,18.6,26.9,0,0,0,1400.44,3,3.7
ORD120319,DS_Pune_Kothrud,Pune,Frozen,2024-04-22 16:04:00,Monday,16,0,8.1,3.9,3.2,19.5,34.7,1,0,0,793.72,8,3.6
ORD120320,DS_Delhi_Lajpat,Delhi,Snacks,2024-06-08 18:07:00,Saturday,18,0,3.0,1.5,1.5,11.6,17.6,0,0,0,761.82,10,4.0
ORD120321,DS_Delhi_CP,Delhi,Personal Care,2024-10-01 07:41:00,Tuesday,7,0,4.5,4.1,2.3,21.2,32.099999999999994,1,1,0,1035.84,1,3.1
ORD120322,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-12-06 22:40:00,Friday,22,0,6.1,1.4,2.3,14.3,24.1,0,0,0,1489.5,3,3.7
ORD120323,DS_Pune_Kothrud,Pune,Frozen,2024-12-15 17:32:00,Sunday,17,0,5.1,2.4,2.4,15.3,25.200000000000003,0,0,0,1145.93,12,4.2
ORD120324,DS_Bangalore_Whitefield,Bangalore,Dairy,2024-10-31 08:05:00,Thursday,8,1,8.2,2.5,1.5,22.1,34.3,1,1,0,1176.1,12,3.9
ORD120325,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-04-29 21:05:00,Monday,21,1,10.7,4.3,1.3,23.3,39.6,1,0,0,1195.67,8,3.5
ORD120326,DS_Pune_Kothrud,Pune,Frozen,2024-06-16 22:57:00,Sunday,22,0,6.2,3.1,1.5,19.4,30.2,1,0,0,281.68,10,3.6
ORD120327,DS_Mumbai_BKC,Mumbai,Beverages,2024-01-12 14:45:00,Friday,14,0,8.7,1.6,1.7,24.5,36.5,1,0,0,993.65,5,3.8
ORD120328,DS_Delhi_CP,Delhi,Dairy,2024-05-17 11:06:00,Friday,11,0,4.2,2.9,1.0,21.1,29.200000000000003,0,0,0,880.93,10,3.9
ORD120329,DS_Delhi_CP,Delhi,Staples,2024-10-18 23:20:00,Friday,23,0,6.1,3.2,1.9,5.1,16.3,0,0,0,650.4,8,4.1
ORD120330,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-07-09 15:37:00,Tuesday,15,0,1.0,4.6,1.8,13.5,20.9,0,0,0,1728.96,7,3.4
ORD120331,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-08-20 21:59:00,Tuesday,21,1,11.2,3.4,1.9,23.7,40.2,1,0,0,968.95,5,3.4
ORD120332,DS_Mumbai_BKC,Mumbai,Personal Care,2024-05-19 13:03:00,Sunday,13,1,8.4,4.2,1.8,25.7,40.1,1,0,0,941.07,9,3.5
ORD120333,DS_Mumbai_BKC,Mumbai,Dairy,2024-09-24 20:24:00,Tuesday,20,1,9.6,5.1,2.7,27.5,44.9,1,0,0,1427.08,2,3.7
ORD120334,DS_Mumbai_BKC,Mumbai,Personal Care,2024-06-18 14:37:00,Tuesday,14,0,7.6,1.2,2.0,14.2,25.0,0,0,0,906.89,3,4.5
ORD120335,DS_Mumbai_BKC,Mumbai,Beverages,2024-07-08 17:37:00,Monday,17,0,7.6,4.2,2.0,17.6,31.400000000000002,1,0,0,1356.02,4,3.9
ORD120336,DS_Bangalore_Koramangala,Bangalore,Dairy,2024-12-29 14:35:00,Sunday,14,0,8.5,1.6,1.9,6.5,18.5,0,0,0,685.91,10,4.6
ORD120337,DS_Mumbai_Andheri,Mumbai,Fruits & Veg,2024-09-29 06:17:00,Sunday,6,0,4.6,3.4,1.3,17.6,26.900000000000002,0,0,0,495.13,7,4.0
ORD120338,DS_Delhi_CP,Delhi,Fruits & Veg,2024-04-29 17:53:00,Monday,17,0,4.5,4.0,1.6,24.0,34.1,1,0,0,935.2,1,4.3
ORD120339,DS_Mumbai_Andheri,Mumbai,Beverages,2024-12-22 21:08:00,Sunday,21,1,9.0,4.7,2.5,35.3,51.5,1,0,0,561.31,10,4.4
ORD120340,DS_Delhi_Lajpat,Delhi,Frozen,2024-12-02 23:24:00,Monday,23,0,6.4,4.1,1.9,24.7,37.1,1,0,0,484.19,8,3.2
ORD120341,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-06-05 15:22:00,Wednesday,15,0,5.1,2.3,1.8,16.4,25.599999999999998,0,1,0,505.62,5,4.2
ORD120342,DS_Pune_Kothrud,Pune,Snacks,2024-05-25 06:17:00,Saturday,6,0,7.3,3.1,2.2,13.1,25.700000000000003,0,1,1,732.78,1,3.9
ORD120343,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-12-13 09:11:00,Friday,9,1,9.1,2.9,2.6,24.4,39.0,1,0,0,1445.94,9,3.4
ORD120344,DS_Mumbai_BKC,Mumbai,Frozen,2024-08-15 09:27:00,Thursday,9,1,11.2,3.1,1.9,30.9,47.099999999999994,1,0,0,495.81,3,4.0
ORD120345,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-07-17 21:33:00,Wednesday,21,1,9.9,2.9,1.8,17.1,31.700000000000003,1,0,0,493.34,11,3.6
ORD120346,DS_Pune_Kothrud,Pune,Beverages,2024-11-25 12:35:00,Monday,12,1,10.0,1.7,1.4,35.6,48.7,1,1,1,670.42,8,4.3
ORD120347,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-10-02 17:43:00,Wednesday,17,0,4.5,2.3,2.3,15.9,25.0,0,0,0,581.9,8,4.2
ORD120348,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-08-09 17:20:00,Friday,17,0,5.9,2.5,1.3,13.9,23.6,0,0,0,1462.76,3,4.0
ORD120349,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-08-31 23:05:00,Saturday,23,0,4.7,1.7,2.8,20.5,29.7,0,1,0,897.8,11,4.1
ORD120350,DS_Hyderabad_Hitech,Hyderabad,Fruits & Veg,2024-04-04 19:51:00,Thursday,19,1,11.3,2.7,3.2,38.5,55.7,1,0,0,1647.8,5,4.4
ORD120351,DS_Mumbai_Andheri,Mumbai,Staples,2024-12-08 10:54:00,Sunday,10,0,8.0,2.6,1.0,24.7,36.3,1,0,0,1249.45,7,3.5
ORD120352,DS_Mumbai_Andheri,Mumbai,Dairy,2024-07-22 11:08:00,Monday,11,0,6.0,3.4,2.3,19.8,31.5,1,0,0,143.89,4,3.4
ORD120353,DS_Delhi_Lajpat,Delhi,Staples,2024-11-05 21:36:00,Tuesday,21,1,9.7,2.7,2.5,22.4,37.3,1,0,0,1007.29,12,3.6
ORD120354,DS_Pune_Kothrud,Pune,Beverages,2024-11-13 09:34:00,Wednesday,9,1,10.2,2.7,2.0,18.7,33.599999999999994,1,0,0,363.5,11,3.2
ORD120355,DS_Pune_Kothrud,Pune,Personal Care,2024-05-17 23:24:00,Friday,23,0,4.8,3.3,1.6,19.3,29.0,0,0,0,1335.37,11,4.6
ORD120356,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-06-10 07:50:00,Monday,7,0,3.0,2.0,1.3,11.0,17.3,0,0,0,1608.27,7,3.3
ORD120357,DS_Delhi_CP,Delhi,Beverages,2024-12-04 15:38:00,Wednesday,15,0,6.4,2.1,2.1,22.8,33.4,1,0,0,1481.38,2,3.3
ORD120358,DS_Mumbai_BKC,Mumbai,Beverages,2024-04-16 22:44:00,Tuesday,22,0,7.5,4.1,1.7,8.1,21.4,0,0,0,1414.57,12,3.7
ORD120359,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-12-01 14:02:00,Sunday,14,0,10.9,2.7,2.5,18.1,34.2,1,0,0,894.64,10,3.0
ORD120360,DS_Pune_Kothrud,Pune,Snacks,2024-11-22 11:12:00,Friday,11,0,7.0,2.4,3.0,14.3,26.700000000000003,0,0,0,228.24,1,4.9
ORD120361,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-06-30 23:48:00,Sunday,23,0,9.4,1.6,2.3,16.2,29.5,0,0,0,1150.9,5,4.7
ORD120362,DS_Mumbai_Andheri,Mumbai,Staples,2024-10-09 17:51:00,Wednesday,17,0,6.8,3.2,1.8,20.9,32.7,1,0,0,1317.1,10,3.1
ORD120363,DS_Delhi_CP,Delhi,Dairy,2024-04-17 19:54:00,Wednesday,19,1,11.9,3.8,2.3,19.3,37.3,1,0,0,160.45,2,3.3
ORD120364,DS_Mumbai_BKC,Mumbai,Frozen,2024-03-15 08:46:00,Friday,8,1,8.7,2.1,2.2,21.4,34.4,1,0,0,744.51,2,3.5
ORD120365,DS_Mumbai_Andheri,Mumbai,Snacks,2024-01-17 17:35:00,Wednesday,17,0,5.1,1.8,1.7,23.5,32.1,1,0,0,375.52,1,4.0
ORD120366,DS_Mumbai_BKC,Mumbai,Snacks,2024-07-02 11:49:00,Tuesday,11,0,7.0,4.5,1.7,16.3,29.5,0,0,0,854.82,7,4.6
ORD120367,DS_Bangalore_Koramangala,Bangalore,Frozen,2024-01-17 22:49:00,Wednesday,22,0,5.9,2.1,1.4,13.4,22.8,0,0,0,182.1,10,4.7
ORD120368,DS_Pune_Kothrud,Pune,Beverages,2024-11-02 20:51:00,Saturday,20,1,10.4,3.3,2.0,20.5,36.2,1,0,0,359.09,12,2.6
ORD120369,DS_Delhi_CP,Delhi,Snacks,2024-09-08 12:13:00,Sunday,12,1,6.7,4.2,2.4,32.0,45.3,1,0,0,1601.02,11,3.8
ORD120370,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-05-06 18:28:00,Monday,18,0,7.4,1.7,1.2,23.4,33.699999999999996,1,0,0,943.19,1,3.8
ORD120371,DS_Mumbai_BKC,Mumbai,Beverages,2024-01-13 23:26:00,Saturday,23,0,6.0,2.5,2.9,13.8,25.200000000000003,0,1,1,1162.47,9,4.8
ORD120372,DS_Mumbai_BKC,Mumbai,Beverages,2024-09-04 17:50:00,Wednesday,17,0,6.0,1.0,2.3,17.6,26.900000000000002,0,0,0,1430.0,3,4.0
ORD120373,DS_Bangalore_Koramangala,Bangalore,Staples,2024-09-18 10:56:00,Wednesday,10,0,6.2,0.4,2.1,18.5,27.200000000000003,0,1,1,406.87,9,4.9
ORD120374,DS_Mumbai_Andheri,Mumbai,Staples,2024-10-05 10:02:00,Saturday,10,0,10.7,2.7,2.5,24.7,40.599999999999994,1,0,0,861.82,8,3.7
ORD120375,DS_Delhi_Lajpat,Delhi,Staples,2024-03-23 11:49:00,Saturday,11,0,6.5,2.6,1.3,23.6,34.0,1,1,0,763.39,9,3.3
ORD120376,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-02-20 17:31:00,Tuesday,17,0,5.5,4.1,1.3,16.5,27.4,0,0,0,1500.56,3,4.8
ORD120377,DS_Delhi_Lajpat,Delhi,Snacks,2024-05-13 15:46:00,Monday,15,0,3.2,2.6,1.4,22.9,30.1,1,0,0,639.96,4,4.5
ORD120378,DS_Bangalore_Whitefield,Bangalore,Staples,2024-01-02 06:01:00,Tuesday,6,0,8.4,3.4,1.9,21.9,35.6,1,0,0,738.65,12,4.0
ORD120379,DS_Mumbai_BKC,Mumbai,Staples,2024-04-13 22:47:00,Saturday,22,0,3.5,1.9,1.2,19.2,25.8,0,1,0,1418.55,9,4.1
ORD120380,DS_Delhi_CP,Delhi,Fruits & Veg,2024-10-23 17:43:00,Wednesday,17,0,7.2,4.2,2.2,17.6,31.200000000000003,1,0,0,1263.41,8,4.2
ORD120381,DS_Mumbai_Andheri,Mumbai,Beverages,2024-12-16 12:27:00,Monday,12,1,6.9,3.1,1.9,23.2,35.1,1,0,0,992.18,12,3.5
ORD120382,DS_Mumbai_Andheri,Mumbai,Frozen,2024-03-01 12:21:00,Friday,12,1,12.6,1.3,2.3,19.0,35.2,1,0,0,896.76,9,2.9
ORD120383,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-01-25 14:21:00,Thursday,14,0,6.9,3.5,2.7,18.2,31.3,1,0,0,1674.0,3,4.1
ORD120384,DS_Delhi_Lajpat,Delhi,Dairy,2024-04-20 15:04:00,Saturday,15,0,7.8,3.2,1.4,21.6,34.0,1,0,0,1577.97,10,4.1
ORD120385,DS_Mumbai_Andheri,Mumbai,Snacks,2024-11-09 06:11:00,Saturday,6,0,4.2,2.6,1.1,22.6,30.5,1,0,0,339.83,5,3.3
ORD120386,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-12-27 19:33:00,Friday,19,1,11.3,3.8,2.3,24.5,41.900000000000006,1,0,0,1468.55,10,4.1
ORD120387,DS_Delhi_Lajpat,Delhi,Snacks,2024-03-18 15:32:00,Monday,15,0,5.8,4.0,1.8,24.2,35.8,1,0,0,723.4,7,3.8
ORD120388,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-11-19 19:51:00,Tuesday,19,1,9.9,3.0,2.6,21.8,37.3,1,0,0,1092.17,3,3.8
ORD120389,DS_Delhi_Lajpat,Delhi,Staples,2024-01-08 19:58:00,Monday,19,1,8.0,2.5,2.3,20.9,33.7,1,0,0,182.14,3,4.1
ORD120390,DS_Delhi_Lajpat,Delhi,Beverages,2024-05-31 16:12:00,Friday,16,0,8.9,2.4,1.7,22.5,35.5,1,0,0,307.88,2,3.8
ORD120391,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-10-04 22:33:00,Friday,22,0,3.1,2.2,2.1,27.8,35.2,1,0,0,1432.07,10,4.1
ORD120392,DS_Pune_Kothrud,Pune,Beverages,2024-05-23 11:26:00,Thursday,11,0,11.1,3.0,0.8,30.5,45.4,1,0,0,1411.51,8,3.3
ORD120393,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-09-06 13:08:00,Friday,13,1,7.2,3.9,2.7,30.3,44.1,1,1,0,1477.29,3,3.9
ORD120394,DS_Delhi_Lajpat,Delhi,Staples,2024-12-10 18:41:00,Tuesday,18,0,2.3,3.4,2.7,20.3,28.7,0,0,0,1628.75,4,4.2
ORD120395,DS_Pune_Kothrud,Pune,Dairy,2024-11-16 23:18:00,Saturday,23,0,8.1,4.0,1.8,20.4,34.3,1,0,0,815.37,1,3.7
ORD120396,DS_Bangalore_Whitefield,Bangalore,Staples,2024-12-28 19:27:00,Saturday,19,1,10.5,3.0,1.9,20.4,35.8,1,0,0,1594.49,8,3.9
ORD120397,DS_Hyderabad_Hitech,Hyderabad,Fruits & Veg,2024-06-12 13:35:00,Wednesday,13,1,11.3,2.4,1.5,23.5,38.7,1,0,0,392.05,5,3.6
ORD120398,DS_Mumbai_BKC,Mumbai,Frozen,2024-05-08 23:22:00,Wednesday,23,0,8.0,4.0,1.4,17.0,30.4,1,0,0,1210.13,2,3.8
ORD120399,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-06-06 19:18:00,Thursday,19,1,9.3,4.4,1.3,20.6,35.6,1,0,0,186.76,1,3.7
ORD120400,DS_Delhi_CP,Delhi,Staples,2024-09-13 10:08:00,Friday,10,0,4.5,2.6,1.1,24.1,32.3,1,0,0,176.64,3,3.9
ORD120401,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-12-04 14:57:00,Wednesday,14,0,2.0,4.0,1.9,16.1,24.0,0,0,0,173.68,5,4.3
ORD120402,DS_Bangalore_Koramangala,Bangalore,Frozen,2024-04-03 15:06:00,Wednesday,15,0,5.2,3.0,1.5,16.2,25.9,0,0,0,793.71,10,3.9
ORD120403,DS_Bangalore_Koramangala,Bangalore,Staples,2024-07-04 11:02:00,Thursday,11,0,6.9,2.9,2.0,13.1,24.9,0,0,0,291.23,9,4.5
ORD120404,DS_Mumbai_Andheri,Mumbai,Frozen,2024-03-01 10:15:00,Friday,10,0,6.9,4.2,2.2,17.6,30.900000000000002,1,1,0,568.76,8,3.9
ORD120405,DS_Mumbai_Andheri,Mumbai,Frozen,2024-01-24 21:44:00,Wednesday,21,1,8.6,2.6,1.7,30.2,43.099999999999994,1,0,0,527.33,10,3.7
ORD120406,DS_Mumbai_BKC,Mumbai,Personal Care,2024-02-18 15:49:00,Sunday,15,0,6.2,2.4,2.1,17.9,28.599999999999998,0,0,0,1304.53,5,4.7
ORD120407,DS_Delhi_CP,Delhi,Fruits & Veg,2024-07-17 21:14:00,Wednesday,21,1,9.8,3.7,1.5,24.4,39.4,1,0,0,949.84,11,3.8
ORD120408,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-01-03 11:37:00,Wednesday,11,0,4.1,3.2,1.4,7.0,15.7,0,0,0,1781.55,7,4.3
ORD120409,DS_Mumbai_BKC,Mumbai,Snacks,2024-11-11 08:27:00,Monday,8,1,12.0,0.9,2.4,29.5,44.8,1,0,0,1290.35,11,2.9
ORD120410,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-03-31 23:51:00,Sunday,23,0,5.8,1.8,3.0,18.4,29.0,0,0,0,652.17,2,3.5
ORD120411,DS_Delhi_Lajpat,Delhi,Dairy,2024-09-25 19:52:00,Wednesday,19,1,11.9,2.6,2.0,18.7,35.2,1,0,0,266.28,10,4.0
ORD120412,DS_Mumbai_BKC,Mumbai,Beverages,2024-10-22 23:54:00,Tuesday,23,0,7.0,3.8,1.8,13.4,26.0,0,0,0,481.87,9,4.5
ORD120413,DS_Bangalore_Whitefield,Bangalore,Staples,2024-03-07 14:14:00,Thursday,14,0,8.0,1.2,2.2,19.3,30.7,1,0,0,1647.38,1,3.7
ORD120414,DS_Pune_Kothrud,Pune,Frozen,2024-09-24 14:53:00,Tuesday,14,0,7.3,0.5,2.9,29.8,40.5,1,0,0,1782.28,4,3.8
ORD120415,DS_Bangalore_Whitefield,Bangalore,Dairy,2024-06-16 22:02:00,Sunday,22,0,7.0,2.2,2.4,17.9,29.5,0,0,0,1192.1,9,4.1
ORD120416,DS_Bangalore_Koramangala,Bangalore,Staples,2024-05-05 10:28:00,Sunday,10,0,5.6,2.1,2.7,26.1,36.5,1,1,0,588.73,7,3.4
ORD120417,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-05-05 06:15:00,Sunday,6,0,6.9,3.8,1.5,15.3,27.5,0,0,0,1388.88,10,4.0
ORD120418,DS_Mumbai_Andheri,Mumbai,Dairy,2024-12-07 12:03:00,Saturday,12,1,12.4,3.9,2.3,22.0,40.6,1,1,0,1771.11,3,3.8
ORD120419,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-07-06 06:41:00,Saturday,6,0,8.3,4.5,1.6,7.6,22.0,0,0,0,571.89,7,3.7
ORD120420,DS_Mumbai_Andheri,Mumbai,Beverages,2024-01-11 08:28:00,Thursday,8,1,9.0,3.3,2.3,23.7,38.3,1,0,0,622.66,4,3.8
ORD120421,DS_Delhi_Lajpat,Delhi,Beverages,2024-03-11 20:33:00,Monday,20,1,11.3,2.4,1.8,26.8,42.300000000000004,1,0,0,372.54,3,3.9
ORD120422,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-11-12 18:13:00,Tuesday,18,0,3.4,3.8,2.1,12.8,22.1,0,0,0,480.68,9,4.1
ORD120423,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-02-25 06:22:00,Sunday,6,0,5.5,2.1,2.1,19.4,29.099999999999998,0,1,1,313.67,1,4.7
ORD120424,DS_Bangalore_Whitefield,Bangalore,Beverages,2024-06-04 23:08:00,Tuesday,23,0,2.7,3.1,1.8,16.3,23.900000000000002,0,0,0,1138.66,11,5.0
ORD120425,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-02-19 22:05:00,Monday,22,0,8.1,4.2,2.1,18.6,33.0,1,0,0,988.45,1,3.2
ORD120426,DS_Mumbai_Andheri,Mumbai,Frozen,2024-08-12 19:05:00,Monday,19,1,13.4,2.0,2.2,22.1,39.7,1,1,0,1697.27,10,3.6
ORD120427,DS_Delhi_Lajpat,Delhi,Snacks,2024-12-29 17:15:00,Sunday,17,0,3.1,3.3,1.1,5.7,13.2,0,0,0,1467.88,3,4.0
ORD120428,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-03-27 21:04:00,Wednesday,21,1,10.9,1.8,1.0,33.2,46.900000000000006,1,0,0,666.85,5,4.5
